oem_id,brand,model,released_date,announced_date,hardware_designer,manufacturer,codename,general_extras,device_category,width,height,depth,dimensions,weight_gram,price,price_currency,platform,operating_system,software_extras,cpu_clock,cpu,ram_type,ram_capacity,non_volatile_memory_capacity,display_hole,display_diagonal,horizontal_full_bezel_width,display_area_utilization,pixel_density,display_type,number_of_display_scales,display_refresh_rate,graphical_controller,supported_cellular_bands,sim_card_slot,usb,usb_services,usb_connector,max_charging_power,bluetooth,WLAN,additional_sensors,battery_capacity,market_regions,info_added_date,x_resolution,y_resolution
MZB0EPOIN,Xiaomi,Poco F5 5G Standard Edition Dual SIM TD-LTE IN 256GB 23049PCD8I,09-05-23,01-04-23,Xiaomi,FIH Precision Electronics,Xiaomi Marble,"Haptic touch feedback,Tactile touch feedback",Smartphone,74.95,161.11,7.9,2.95x6.34x0.31 inches,181,34999,INR,Android,Google Android 13 (Tiramisu),"Voice Command,Business card recognition,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2910,"Qualcomm Snapdragon 7+ Gen 2 5G SM7475-AB, 2023, 64 bit, octa-core, 4 nm, Qualcomm Adreno 725 GPU",LPDDR5 SDRAM,8,256,1-hole,169.42,5.43,89,395,AM-OLEDdisplay,16.8,120,Qualcomm Adreno 725,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE800 (B20),LTE700 (B28),TD-LTE2600 (B38),TD-LTE2300 (B40),TD-LTE2500 (B41),LTE1700/2100 (B66),NR2100 (N1),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR800 (N20),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,67,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor",5000 mAh battery,Asia,17-07-23 17:20,1080,2400
MZB0E7KIN,Xiaomi,Poco F5 5G Premium Edition Dual SIM TD-LTE IN 256GB 23049PCD8I,09-05-23,01-04-23,Xiaomi,FIH Precision Electronics,Xiaomi Marble,"Haptic touch feedback,Tactile touch feedback",Smartphone,74.95,161.11,7.9,2.95x6.34x0.31 inches,181,39999,INR,Android,Google Android 13 (Tiramisu),"Voice Command,Business card recognition,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2910,"Qualcomm Snapdragon 7+ Gen 2 5G SM7475-AB, 2023, 64 bit, octa-core, 4 nm, Qualcomm Adreno 725 GPU",LPDDR5 SDRAM,12,256,1-hole,169.42,5.43,89,395,AM-OLEDdisplay,16.8,120,Qualcomm Adreno 725,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE800 (B20),LTE700 (B28),TD-LTE2600 (B38),TD-LTE2300 (B40),TD-LTE2500 (B41),LTE1700/2100 (B66),NR2100 (N1),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR800 (N20),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,67,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor",5000 mAh battery,Asia,17-07-23 17:02,1080,2400
MZB0DD2IN,Xiaomi,Redmi Note 12 Pro 5G Premium Edition Dual SIM TD-LTE IN 256GB 22101316I,06-01-23,01-12-22,Xiaomi,Xiaomi,Xiaomi Ruby,"Haptic touch feedback,Tactile touch feedback",Smartphone,76,162.9,7.9,2.99x6.41x0.31 inches,187,31999,INR,Android,Google Android 12 (S),"Voice Command,Business card recognition,Navigation software,Intelligent personal assistant,Voice Recognition,Face Recognition",2600,"MediaTek Dimensity 1080 MT6877V/TTZA, 2022, 64 bit, octa-core, 6 nm, ARM Mail-G68 GPU",LPDDR4x SDRAM,8,256,1-hole,169.41,6.48,86.8,395,AM-OLEDdisplay,1073.7,120,ARM Mali-G68MP4,"GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS850 (B5),UMTS800 (B6),UMTS900 (B8),UMTS800 (B19),CDMA800 (BC0),LTE2100 (B1),LTE1800 (B3),LTE850 (B5),LTE900 (B8),LTE800 (B19),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),NR2100 (N1),NR1800 (N3),NR850 (N5),NR900 (N8),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,67,Bluetooth 5.2,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor,Step counter",5000 mAh battery,Asia,07-07-23 16:33,1080,2400
MZB0DD1IN,Xiaomi,Redmi Note 12 Pro 5G Premium Edition Dual SIM TD-LTE IN 128GB 22101316I,06-01-23,01-12-22,Xiaomi,Xiaomi,Xiaomi Ruby,"Haptic touch feedback,Tactile touch feedback",Smartphone,76,162.9,7.9,2.99x6.41x0.31 inches,187,29999,INR,Android,Google Android 12 (S),"Voice Command,Business card recognition,Navigation software,Intelligent personal assistant,Voice Recognition,Face Recognition",2600,"MediaTek Dimensity 1080 MT6877V/TTZA, 2022, 64 bit, octa-core, 6 nm, ARM Mail-G68 GPU",LPDDR4x SDRAM,8,128,1-hole,169.41,6.48,86.8,395,AM-OLEDdisplay,1073.7,120,ARM Mali-G68MP4,"GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS850 (B5),UMTS800 (B6),UMTS900 (B8),UMTS800 (B19),CDMA800 (BC0),LTE2100 (B1),LTE1800 (B3),LTE850 (B5),LTE900 (B8),LTE800 (B19),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),NR2100 (N1),NR1800 (N3),NR850 (N5),NR900 (N8),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,67,Bluetooth 5.2,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor,Step counter",5000 mAh battery,Asia,07-07-23 16:27,1080,2400
MZB0CXQIN,Xiaomi,Redmi Note 12 Pro 5G Standard Edition Dual SIM TD-LTE IN 128GB 22101316I,06-01-23,01-12-22,Xiaomi,Xiaomi,Xiaomi Ruby,"Haptic touch feedback,Tactile touch feedback",Smartphone,76,162.9,7.9,2.99x6.41x0.31 inches,187,27999,INR,Android,Google Android 12 (S),"Voice Command,Business card recognition,Navigation software,Intelligent personal assistant,Voice Recognition,Face Recognition",2600,"MediaTek Dimensity 1080 MT6877V/TTZA, 2022, 64 bit, octa-core, 6 nm, ARM Mail-G68 GPU",LPDDR4x SDRAM,6,128,1-hole,169.41,6.48,86.8,395,AM-OLEDdisplay,1073.7,120,ARM Mali-G68MP4,"GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS850 (B5),UMTS800 (B6),UMTS900 (B8),UMTS800 (B19),CDMA800 (BC0),LTE2100 (B1),LTE1800 (B3),LTE850 (B5),LTE900 (B8),LTE800 (B19),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),NR2100 (N1),NR1800 (N3),NR850 (N5),NR900 (N8),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,67,Bluetooth 5.2,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor,Step counter",5000 mAh battery,Asia,07-07-23 16:23,1080,2400
TA-1560,Nokia,C110 2023 TD-LTE US 32GB N156DL,02-06-23,01-05-23,HMD Global,Shenzhen TINNO Mobile Technology,HMD Dragon,Haptic touch feedback,Smartphone,73.9,160.8,8.55,2.91x6.33x0.34 inches,171.6,99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"MediaTek Helio P22 MT6762, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",LPDDR4x SDRAM,3,32,1-hole,160,6.85,82,273,Color IPS TFT LCDdisplay,16.8,120,PowerVR GE8320,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE700 (B12),LTE700 (B13),LTE700 (B29),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,USB charging,USB C reversible,5,Bluetooth 5.0,"802.11b,802.11g,802.11n","Barometer,P sensor",3000 mAh battery,North America,29-06-23 14:25,720,1560
TA-1554,Nokia,C110 2023 TD-LTE US 32GB,02-06-23,01-05-23,HMD Global,Shenzhen TINNO Mobile Technology,HMD Dragon,Haptic touch feedback,Smartphone,73.9,160.8,8.55,2.91x6.33x0.34 inches,171.6,99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"MediaTek Helio P22 MT6762, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",LPDDR4x SDRAM,3,32,1-hole,160,6.85,82,273,Color IPS TFT LCDdisplay,16.8,120,PowerVR GE8320,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE700 (B12),LTE700 (B13),LTE700 (B29),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,USB charging,USB C reversible,5,Bluetooth 5.0,"802.11b,802.11g,802.11n","Barometer,P sensor",3000 mAh battery,North America,29-06-23 14:18,720,1560
TA-1515,Nokia,C300 2023 TD-LTE US 32GB,02-06-23,01-05-23,HMD Global,Shenzhen TINNO Mobile Technology,HMD Orion,Haptic touch feedback,Smartphone,76.62,166.6,8.6,3.02x6.56x0.34 inches,190,155,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"Qualcomm Snapdragon 662 SM6115 (Bengal), 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",LPDDR4x SDRAM,3,32,1-hole,165.5,8.7,80.3,269,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 610,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE700 (B12),LTE700 (B13),LTE2300 (B30),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,USB charging,USB C reversible,10,Bluetooth 5.0,"802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",4000 mAh battery,North America,29-06-23 13:48,720,1600
TA-1550,Nokia,C300 2023 TD-LTE US 32GB N155DL,02-06-23,05-05-23,HMD Global,Shenzhen TINNO Mobile Technology,HMD Orion,Haptic touch feedback,Smartphone,76.62,166.6,8.6,3.02x6.56x0.34 inches,190,155,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"Qualcomm Snapdragon 662 SM6115 (Bengal), 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",LPDDR4x SDRAM,3,32,1-hole,165.5,8.7,80.3,269,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 610,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE700 (B12),LTE700 (B13),LTE2300 (B30),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,USB charging,USB C reversible,10,Bluetooth 5.0,"802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",4000 mAh battery,North America,29-06-23 13:28,720,1600
TA-1500,Nokia,G100 2022 TD-LTE US 32GB N150DL,01-09-22,22-09-22,HMD Global,Shenzhen TINNO Mobile Technology,HMD Dua Lipa,Haptic touch feedback,Smartphone,76.62,166.6,8.8,3.02x6.56x0.35 inches,194.8,169.99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"Qualcomm Snapdragon 662 SM6115 (Bengal), 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",LPDDR4x SDRAM,3,32,1-hole,165.5,8.7,80.3,269,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 610,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE700 (B12),LTE700 (B13),LTE700 (B17),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB PD,USB PD 2.0",USB C reversible,15,Bluetooth 5.0,"802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",5000 mAh battery,North America,29-06-23 12:49,720,1600
TA-1430,Nokia,G100 2022 TD-LTE US 32GB,01-10-22,22-09-22,HMD Global,Shenzhen TINNO Mobile Technology,HMD Dua Lipa,Haptic touch feedback,Smartphone,76.62,166.6,8.8,3.02x6.56x0.35 inches,194.8,169.99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"Qualcomm Snapdragon 662 SM6115 (Bengal), 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",LPDDR4x SDRAM,3,32,1-hole,165.5,8.7,80.3,269,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 610,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE700 (B12),LTE700 (B13),LTE700 (B17),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB PD,USB PD 2.0",USB C reversible,15,Bluetooth 5.0,"802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",5000 mAh battery,North America,29-06-23 12:48,720,1600
TA-1430,Nokia,G100 2022 TD-LTE US 128GB,01-10-22,22-09-22,HMD Global,Shenzhen TINNO Mobile Technology,HMD Dua Lipa,Haptic touch feedback,Smartphone,76.62,166.6,8.8,3.02x6.56x0.35 inches,194.8,199.99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",2000,"Qualcomm Snapdragon 662 SM6115 (Bengal), 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",LPDDR4x SDRAM,4,128,1-hole,165.5,8.7,80.3,269,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 610,"GSM850,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE700 (B12),LTE700 (B13),LTE700 (B17),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB PD,USB PD 2.0",USB C reversible,15,Bluetooth 5.0,"802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",5000 mAh battery,North America,29-06-23 12:21,720,1600
TA-1476,Nokia,G400 2022 5G TD-LTE NA 64GB,24-08-22,01-01-22,HMD Global,Shenzhen TINNO Mobile Technology,HMD Style Plus,Haptic touch feedback,Smartphone,76.7,166.37,8.89,3.02x6.55x0.35 inches,197.9,269.99,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Face Recognition",2210,"Qualcomm Snapdragon 480+ 5G SM4350-AC (Holi), 2021, 64 bit, octa-core, 8 nm, Qualcomm Adreno 619 GPU",LPDDR4x SDRAM,4,64,1-hole,167.1,8.32,81.7,401,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 619,"GSM850,GSM900,GSM1800,GSM1900,UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE1900 (B2),LTE1700/2100 (B4),LTE850 (B5),LTE700 (B12),LTE700 (B13),LTE1900 (B25),LTE850 (B26),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71),NR1900 (N2),NR850 (N5),NR1900 (N25),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,20,Bluetooth 5.1,"802.11a,802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",5000 mAh battery,North America,28-06-23 21:16,1080,2408
TA-1448,Nokia,G400 2022 5G TD-LTE US 64GB,24-08-22,01-01-22,HMD Global,Shenzhen TINNO Mobile Technology,HMD Style Plus,Haptic touch feedback,Smartphone,76.7,166.37,8.89,3.02x6.55x0.35 inches,197.9,234,USD,Android,Google Android 12 (S),"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Face Recognition",2210,"Qualcomm Snapdragon 480+ 5G SM4350-AC (Holi), 2021, 64 bit, octa-core, 8 nm, Qualcomm Adreno 619 GPU",LPDDR4x SDRAM,4,64,1-hole,167.1,8.32,81.7,401,Color IPS TFT LCDdisplay,16.8,120,Qualcomm Adreno 619,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE1900 (B25),LTE850 (B26),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),LTE1700/2100 (B66),LTE600 (B71),NR1900 (N25),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,20,Bluetooth 5.1,"802.11a,802.11b,802.11g,802.11n,802.11ac","Barometer,FP sensor,L sensor,P sensor",5000 mAh battery,North America,28-06-23 20:33,1080,2408
XQDQ54C0B.EUK,Sony,Xperia 1 V 5G Dual SIM TD-LTE EMEA 256GB XQ-DQ54,26-06-23,11-05-23,Sony,Sony,Sony PDX-234,"Haptic touch feedback,Tactile touch feedback",Smartphone,71,165,8.3,2.8x6.5x0.33 inches,187,1299,GBP,Android,Google Android 13 (Tiramisu),"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Face Recognition",3187,"Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama), 2022, 64 bit, octa-core, 8192 Kbyte L3, 4 nm, Qualcomm Adreno 740 GPU",LPDDR5X SDRAM,12,256,1-hole,165.3,5.94,84.4,642,AM-OLEDdisplay,16.8,120,Qualcomm Adreno 740,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS800 (B6),UMTS900 (B8),UMTS800 (B19),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE5900  (B46),LTE1700/2100 (B66),NR2100 (N1),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR800 (N20),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3700 (N77),TD-NR3500 (N78)bands",e-SIM,USB 3.0 / 3.1 Gen 1 / 3.2 Gen 1x1,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,30,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","FP sensor,L sensor,P sensor,Step counter",5000 mAh battery,"Asia,Eastern Europe,Europe,Middle East,Western Europe",24-06-23 17:03,1644,3840
MZB0CICIN,Xiaomi,Redmi A1+ Standard Edition Dual SIM TD-LTE IN 32GB 220733SFH,23-09-22,06-09-22,Xiaomi,Xiaomi,Xiaomi Ice F,Haptic touch feedback,Smartphone,76.75,164.9,9.09,3.02x6.49x0.36 inches,192,6999,INR,Android,Google Android 12 Go Edition (S),"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Face Recognition",2000,"MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",LPDDR4x SDRAM,2,32,1-hole,165.6,8.79,81.1,269,Color IPS TFT LCDdisplay,16.8,60,PowerVR GE8300,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS850 (B5),UMTS900 (B8),LTE2100 (B1),LTE1800 (B3),LTE850 (B5),LTE900 (B8),TD-LTE2300 (B40),TD-LTE2500 (B41)bands",Nano-SIM (4FF),USB 2.0,"USB charging,USB Host,USB OTG 1.3",USB Micro-AB,10,Bluetooth 5.0,"802.11b,802.11g,802.11n","FP sensor,P sensor",5000 mAh battery,Asia,18-06-23 11:20,720,1600
AI2205_C,Asus,ROG Phone 7 5G Premium Edition Global Dual SIM TD-LTE Version A 256GB AI2205,01-04-23,13-04-23,ASUSTeK Computer,ASUSTeK Computer,Asus I2205A,"Haptic touch feedback,Tactile touch feedback",Smartphone,77,173,10.39,3.03x6.81x0.41 inches,239,999,EUR,Android,Google Android 13 (Tiramisu),"Voice Command,Navigation software,Intelligent personal assistant,Face Recognition",3187,"Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama), 2022, 64 bit, octa-core, 8192 Kbyte L3, 4 nm, Qualcomm Adreno 740 GPU",LPDDR5X SDRAM,12,256,1-hole,172.2,7.49,82.2,395,AM-OLEDdisplay,1073.7,165,Qualcomm Adreno 740,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS800 (B6),UMTS900 (B8),UMTS800 (B19),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE3700 (B43),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N18),NR800 (N20),NR1900 (N25),NR850 (N26),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),TD-NR3600 (N48),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",Nano-SIM (4FF),USB 3.0 / 3.1 Gen 1 / 3.2 Gen 1x1,"USB charging,USB fast charging,USB Host,USB OTG 1.3,USB OTG 2.0,USB PD,USB PD 2.0,USB PD 3.0",USB C reversible,65,Bluetooth 5.3,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","In-screen FP sensor,Hall,L sensor,P sensor,Step counter",6000 mAh battery,"Africa,Asia,Australia,Eastern Europe,Europe,North America,South America,Southeast Asia,Western Europe",13-06-23 18:23,1080,2448
